CLIENT_NUM,EN_CLIENT_NM_AN,FR_CLIENT_NM
326526,null,Association provinciale des constructeurs d'habitations du Québec inc
326566,Genworth Financial (Canada),null
326567,Element Financial Corporation,null
326568,MCAP Commercial LP,null
326569,Economical Mutual Insurance Company,null
326586,Aecon Group Inc.,null
326587,Canadian Tire Corporation Ltd,La Société Canadian Tire Limitée
326606,Prospectors and Developers Association of Canada,l’Association canadienne des prospecteurs et entrepreneurs
326626,Davie Canada Yard Inc.,Chantier Davie Canada Inc.
326646,International Air Transport Association,null
326686,Saskatchewan Association of Rural Municipalities,null
326706,Apotex Inc,null
326707,Siksika Health Services,null
326726,Tervita Corporation,null
326766,China Timber & Woods Products Distribution Association (through Cassidy Levy Kent),null
326786,Vale Canada Limited,null
326806,MONTRÉAL 2014,MONTRÉAL 2014
326807,gymnastics canada,gymnastique canada
326808,equine canada,canada hippique
326826,JAZZ.FM91,null
326846,Canada's Accredited Zoos and Aquariums,Aquariums et zoos accredites du Canada
326866,KMG Chemicals Inc.,null
326886,Provincial Aerospace Ltd,null
326887,Boeing Global Sales Corporation,null
326906,Canadian Medical Association,Association médicale canadienne
326907,National Association of Career Colleges,Association nationale des collèges de carrière
326908,Canadian Ferry Operators Association,Association canadienne des opérateurs de traversiers
326909,Agricultural Institute of Canada,Institut Agricole du Canada
326926,Delaware Nation Moravian of the Thames,null
326946,SIKORSKY CANADA INC.,null
326966,JAZZ.FM91,null
326986,WireIE (Canada),null
326987,LOCKHEED MARTIN AERONAUTICS CO.,null
327006,Cenovus Energy Inc.,null
327026,Bennett Tools,null
327046,Canadian Forum for International Democratic Development,null
327066,National Smokeless Tobacco Company Ltd.,null
327086,First Nations University of Canada,null
327106,D-WAVE SYSTEMS INC.,null
327126,EIF Canada,null
327146,McInnis Cement,null
327166,Syncrude Canada Ltd.,null
327186,Federal-Mogul Corporation,null
327206,Quebecor Media inc.,Québecor Média inc.
327246,Henry Wolfond,null
327248,Sherritt International Corporation,null
327249,Nordion (Canada) Inc.,null
327250,Enthrill Distribution Inc.,null
327266,Eurocontrol Technics Group Inc.,null
327286,First Nations University of Canada,null
327306,Toronto Financial Services Alliance (TFSA),null
327346,MARS Canada Inc.,null
327366,Canadian Association of Petroleum Producers,null
327386,ATCO Structures and Logistics Ltd.,null
327387,Fraser Surrey Docks LP,null
327406,First Nations Education Steering Committee,null
327426,ATCO STRUCTURES & LOGISTICS LTD.,null
327446,LOCKHEED MARTIN CANADA,null
327466,Davie Canada Yard Inc.,null
327506,Canadian Standards Association,null
327507,Canadian Standards Association,null
327526,Canadians for Safe Technology,null
327566,Canadian Renewable Fuels Association,Association Canadienne Des Carburants Renouvelables
327586,Infoterra GmbH,null
327587,The Canadian Chiropractic Association,L'Association Chiropratique Canadienne
327606,Avcorp Industries Inc.,null
327607,Pacific NorthWest LNG Ltd.,null
327626,Progress Energy Canada Ltd.,null
327627,Pacific NorthWest LNG Ltd.,null
327646,Progress Energy Canada Ltd.,null
327666,Trillium Railway Co. Ltd.,null
327686,National Hockey League Players Association,Association des joueurs de la Ligue nationale de hockey
327706,Lake Carriers' Association,null
327726,National Allied Golf Associations,null
327727,The Canadian Chiropractic Association,L'Association Chiropratique Canadienne
327728,Canadian Renewable Fuels Association,Association Canadienne Des Carburants Renouvelables
327729,The Canadian Dental Hygienists Association,l'Association canadienne des hygiénistes dentaires
327730,Canadian Association of Speech-Language Pathologists and Audiologists,Association canadienne des orthophonistes et audiologistes
327746,ATCO Structures and Logistics Ltd.,null
327766,CAE Inc.,null
327767,QinetiQ,null
327786,The Canadian Chiropractic Association,L'Association Chiropratique Canadienne
327806,Embassy of the Republic of TURKEY,null
327826,National Coalition Against Contraband Tobacco,Coaltion National Contre Le Tabac De Contrabande
327846,THALIDOMIDE VICTIMS ASSOCIATION OF CANADA,ASSOCIATION CANADIENNE DES VICTIMES DE LA THALIDOMIDE
327866,Canadian Community Newspapers Association,null
327886,Globalive Wireless Management Corp.,null
327887,Canadian Community Newspapers Association,null
327906,BlackBerry Limited,null
327907,BlackBerry Limited,null
327926,National Access Canada,Accès Nationaux du Canada
327946,CGI,null
327947,Medunik Canada,null
327948,Orbite Aluminae Inc.,null
327966,EDGEWATER COMPUTER SYSTEMS INC.,null
327967,KONGSBERG DEFENCE SYSTEMS,null
327986,The Gorilla Glue Company,null
328006,International Air Transport Association,null
328026,Sechelt,null
328046,Canadian Fertilizer Institute,Institut Canadian des Engrais
328066,Marzel Law,null
328067,CompuCom Canada Co.,null
328068,Handyem inc.,Handyem inc.
328086,Federal-Mogul Corporation,null
328106,NAFA Fleet Management Association,null
328126,Reckitt Benckiser,null
328146,Nature Canada,Nature Canada
328166,Dairy Farmers of Ontario,null
328186,Canadian Propane Association,L'Association canadienne du propane
328206,Federal-Mogul Corporation,null
328226,Association of Canadian Port Authorities,Association des administrations portuaires canadiennes
328246,Canadian Propane Association,L'Association canadienne du propane
328247,Canadian Propane Association,L'Association canadienne du propane
328266,DAMAC PROPERTIES CO. LLC,null
328267,Nucor Steel,null
328286,Thalidomide Victims Association of Canada,ASSOCIATION CANADIENNE DES VICTIMES DE LA THALIDOMIDE
328287,Thalidomide Victims Association of Canada,ASSOCIATION CANADIENNE DES VICTIMES DE LA THALIDOMIDE
328288,Thalidomide Victims Association of Canada,ASSOCIATION CANADIENNE DES VICTIMES DE LA THALIDOMIDE
328306,SupremeX Inc.,null
328326,Canadian Propane Association,L'Association canadienne du propane
328327,National Coalition Against Contraband Tobacco,La Coalition nationale contre le tabac de contrebande
328366,null,Le Groupe Lorrain Inc.
328386,Nature Canada,Nature Canada
328387,PayPal,null
328388,Davie Canada Yard Inc.,null
328406,PayPal,null
328407,marbleLIVE,null
328408,marbleLIVE,null
328409,marbleLIVE,null
328426,Monster Canada,null
328446,NASITTUQ CORPORATION,null
328447,ELBIT SYSTEMS LIMITED,null
328448,TELEPHONICS,null
328449,Canadian Renewable Fuels Association,Association Canadienne Des Carburants Renouvelables
328450,Canadian Plastics Industry Association,Association canadienne de l’industrie des plastiques
328466,null,Fromageries Bel Canada inc.
328467,Canadian Renewable Fuels Association,Association Canadienne Des Carburants Renouvelables
328486,Valeant Canada Inc.,null
328506,Smith Consulting Group,null
328526,Dairy Farmers of Manitoba,null
328546,Saskatchewan Milk Marketing Board,null
328566,Saskatchewan Milk Marketing Board,null
328586,Canadian Paralympic Committee,Comité paralympique canadien
328607,Superior Propane,null
328608,null,Corporation Coupe du monde de vélo de montagne Mont-Sainte-Anne
328626,null,Corporation événements d'hiver de Québec
328646,Eurocontrol Technics Group Inc.,null
328686,Biogen Idec,null
328706,Canadian Plastics Industry Association,Association canadienne de l’industrie des plastiques
328726,null,Fédération des pêcheurs indépendants du Canada
328746,Red Hat Canada,null
328766,ISRAEL AIRCRAFT INDUSTRIES LIMITED,null
328767,CASCADE AEROSPACE INC.,null
328768,Funeral Service Association of Canada,Association des Services Funéraires du Canada
328786,Lawyers Without Borders,Avocats Sans Frontières
328806,Yale First Nation,null
328826,Ditidaht First Nation,null
328846,LOCKHEED MARTIN CANADA,null
328866,Syncrude Canada Ltd.,null
328887,Scotts Canada Limited,null
328906,Canadian Association of Midwives,Association canadienne des sages-femmes
328907,SupremeX Inc.,null
328908,BluEarth Renewables Inc.,null
328926,Woodfibre Natural Gas Limited,null
328966,null,Agri magic
328986,Beazley Books,Livres Beazley
328987,National Coalition Against Contraband Tobacco,La Coalition Nationale Contre Le Tabac de Contrebande
329006,Nordion Inc.,null
329007,The Canadian Dental Hygienists Association,L'association canadienne des hygiénistes dentaires
329026,Brookfield Global Relocation Services,null
329046,Canadian Plastics Industry Association,Association canadienne de l’industrie des plastiques
329066,Multiple Sclerosis Society of Canada,Société canadienne de la sclérose en plaques
329086,BCE Inc.,null
329087,SASKATCHEWAN ASSOCIATION OF RURAL MUNICIPALITIES (SARM),null
329126,Hannover Rück SE,null
329146,Hannover Rück SE,null
329166,null,Ski Bromont
329186,AECON,null
329226,NovAtel,null
329227,NASITTUQ CORPORATION,null
329246,HOSPIRA HEALTHCARE CORPORATION,CORPORATION DE SOINS DE LA SANTE HOSPIRA
329266,D+H Limited Partnership,null
329286,null,Groupe St. Hubert Inc.
329287,D+H Limited Partnership,null
329306,World Affinity Telecom,null
329326,CANADIAN ASSOCIATION OF PETROLEUM PRODUCERS,association canadienne des producteurs pétroliers
329327,2406307 Ontario Limited,null
329346,Canadian Women's Hockey League,null
329366,Maher Melford Terminal,null
329386,Quadrangle Group LLC,null
329387,Dairy Farmers of Nova Scotia,null
329388,Dairy Farmers of Nova Scotia,null
329389,Dairy Farmers of Nova Scotia,null
329390,Dairy Farmers of Nova Scotia,null
329406,Sirius XM Canada Inc.,null
329407,Sirius XM Canada Inc.,null
329426,Western Aboriginal Pipeline Group,null
329446,Centerra Gold,null
329447,Tahoe Resources Inc.,null
329448,Gaz Metro Limited Partnership,Société en commandite Gaz Métro
329449,Davie Canada Yard Inc.,null
329466,National Cattle Feeders' Association,Association Nationale des Engraisseurs de Bovins
329486,World Affinity Telecom,null
329506,Canadian Paralympic Committee,Comité paralympique canadien
329526,Canadian Paralympic Committee,Comité paralympique canadien
329546,PATLON AIRCRAFT & INDUSTRIES LIMITED,null
329547,QinetiQ,null
329548,EasyMarkit,null
329549,TELEPHONICS,null
329566,eBay,null
329606,Hannover Rück SE,null
329626,Grupo Bimbo,null
329646,2406307 Ontario Limited,null
329666,Esterline CMC Electronics,Esterline CMC Électronique
329686,Keystone Agricultural Producers,null
329706,Primerica Financial Services Ltd.,Les Services Financiers Primerica Ltd.
329726,null,G.D.G. Environnement Ltée
329766,MBDA Missile Systems,null
329767,Centre for Civic Engagement,null
329786,Canadian Association of Forest Owners,Association canadienne des proprietaries forestiers
329806,Meningitis Relief Canada,null
329827,Mettrum Ltd.,null
329828,Economic Developers Association of Canada,Association canadienne de développement économique.
329886,DRS Technologies Canada Ltd.,DRS Technologies Canada Ltee
329906,MediJean,null
329926,Dairy Farmers of Ontario,null
329946,Esterline CMC Electronics,CMC Électronique
329966,Quadrangle Group LLC,null
329986,The National Benefit Authority Corporation,null
330006,Quebec's Federation of Chambers of Commerce,Fédération des chambres de commerce du Québec
330007,Global Container Terminals,null
330026,Smallworks Studios/Laneway Housing Inc.,null
330046,Economic Developers Association of Canada,Association canadienne de développement économique.
330066,Canadian Association of Forest Owners,Association canadienne des proprietaries forestiers
330106,Co-operatives and Mutuals Canada,Coopératives et mutuelles Canada
330107,Dairy Farmers of Prince Edward Island,null
330146,Evergreen Medical Supply,null
330167,Centre for Civic Engagement,null
330186,Fraser Valley Real Estate Board,null
330206,Red Bull Canada Ltd.,Red Bull Canada Ltd.
330226,Honda Canada Inc,null
330246,Bullfrog Power Inc.,null
330266,Kelowna Flightcraft,null
330286,Co-operatives and Mutuals Canada,Coopératives et mutuelles Canada
330306,The Fruit and Vegetable Dispute Resolution Corporation,Corporation de règlement des différends dans les fruits et legumes
330366,Symantec (Canada) Corporation,null
330386,BC Salmon Farmers Association,null
330406,Suncor Energy Inc.,Suncor Énergie Inc.
330426,Dairy Farmers of Prince Edward Island,null
330446,Fraser Valley Real Estate Board,null
330447,La Vie Executive Health Centre,null
